GHG source,Federal organization,Fiscal year,Fleet type,GHG scope,Energy category,Fuel type,Fuel consumption (L),Energy use (GJ),Emissions (t)
fleets,Indigenous Services Canada,FY 2012-13,On-road vehicles,1,Gasoline,gasoline,196031.41,6861.09935,439.6984526
fleets,Indigenous Services Canada,FY 2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,17503.2342,612.77319,43.81494701
fleets,Indigenous Services Canada,FY 2013-14,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),11491.5066,402.282202,5.50018791
fleets,Indigenous Services Canada,FY 2013-14,On-road vehicles,1,Gasoline,gasoline,180745.34,6326.0869,405.4117976
fleets,Indigenous Services Canada,FY 2013-14,On-road vehicles,1,Liquified petroleum gas,propane,120.5964,4.221708,0.256928712
fleets,Indigenous Services Canada,FY 2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),106.9608,3.742152,0.25061988
fleets,Indigenous Services Canada,FY 2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1832.54846,64.155947,4.58732442
fleets,Indigenous Services Canada,FY 2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),12081.33,422.9301,5.7824955
fleets,Indigenous Services Canada,FY 2014-15,On-road vehicles,1,Gasoline,gasoline,147030.65,5146.07275,329.789748
fleets,Indigenous Services Canada,FY 2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1175.503,41.15335,2.942576273
fleets,Indigenous Services Canada,FY 2015-16,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),12889.4271,451.219087,6.169275585
fleets,Indigenous Services Canada,FY 2015-16,On-road vehicles,1,Gasoline,gasoline,150031.8,5251.113,336.5213274
fleets,Indigenous Services Canada,FY 2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,473.2644,16.56858,1.18469846
fleets,Indigenous Services Canada,FY 2016-17,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),180.1716,6.307252,0.08623566
fleets,Indigenous Services Canada,FY 2016-17,On-road vehicles,1,Gasoline,gasoline,179349.7,6277.2395,402.2813771
fleets,Indigenous Services Canada,FY 2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),263.7999884,6.676777706,0.093860025
fleets,Indigenous Services Canada,FY 2017-18,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1007.150016,38.57384561,2.758133752
fleets,Indigenous Services Canada,FY 2017-18,on-road vehicles,1,gasoline,gasoline,183044.8341,6406.569192,424.0692748
fleets,Indigenous Services Canada,FY 2018-19,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,49.699997,1.903509885,0.13610611
fleets,Indigenous Services Canada,FY 2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),273.3000147,9.253938496,0.57011747
fleets,Indigenous Services Canada,FY 2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),2733.850575,69.19375804,0.972703756
fleets,Indigenous Services Canada,FY 2018-19,on-road vehicles,1,gasoline,gasoline,797790.9973,27922.68491,1848.281612
fleets,Indigenous Services Canada,FY 2019-20,on-road vehicles,1,fuels with renewable content,biodiesel (5%),38.6999915,1.471896127,0.100794308
fleets,Indigenous Services Canada,FY 2019-20,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,302.3000346,11.57809132,0.82786493
fleets,Indigenous Services Canada,FY 2019-20,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),1016.829905,34.42986059,2.121157944
fleets,Indigenous Services Canada,FY 2019-20,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),6940.65192,175.6679001,2.46948266
fleets,Indigenous Services Canada,FY 2019-20,on-road vehicles,1,gasoline,gasoline,866542.2991,30328.98047,2007.561035
fleets,Indigenous Services Canada,FY 2020-21,on-road vehicles,1,liquified petroleum gas,propane,61.79999205,1.564157799,0.095193031
fleets,Indigenous Services Canada,FY 2020-21,on-road vehicles,1,fuels with renewable content,biodiesel (5%),191.299963,7.275807142,0.498241689
fleets,Indigenous Services Canada,FY 2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),5083.967508,128.6752176,1.808876753
fleets,Indigenous Services Canada,FY 2020-21,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,6647.879797,254.6137962,18.20557177
fleets,Indigenous Services Canada,FY 2020-21,on-road vehicles,1,gasoline,gasoline,542939.1636,19002.87073,1257.854378
fleets,"Innovation, Science and Economic Development Canada",FY 2005-06,on-road vehicles,1,natural gas,compressed natural gas,6722.647893,0.25546062,0.014474987
fleets,"Innovation, Science and Economic Development Canada",FY 2005-06,on-road vehicles,1,liquified petroleum gas,propane,3674.999954,93.01424885,5.660747766
fleets,"Innovation, Science and Economic Development Canada",FY 2005-06,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),35125.98388,1189.365814,73.27458
fleets,"Innovation, Science and Economic Development Canada",FY 2005-06,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,109811.0133,4205.76181,300.7233982
fleets,"Innovation, Science and Economic Development Canada",FY 2005-06,on-road vehicles,1,gasoline,gasoline,647853.275,22674.86462,1500.91333
fleets,"Innovation, Science and Economic Development Canada",FY 2010-11,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,83376.1468,2918.92726,208.7112252
fleets,"Innovation, Science and Economic Development Canada",FY 2010-11,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),141.708,4.96076,0.0678258
fleets,"Innovation, Science and Economic Development Canada",FY 2010-11,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),4083.632,142.88874,8.2317424
fleets,"Innovation, Science and Economic Development Canada",FY 2010-11,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),58120.0845,2035.10451,124.7928971
fleets,"Innovation, Science and Economic Development Canada",FY 2010-11,On-road vehicles,1,Gasoline,gasoline,462137.1,16174.7985,1036.573515
fleets,"Innovation, Science and Economic Development Canada",FY 2010-11,On-road vehicles,1,Natural gas,compressed natural gas,117.8345,0.017423,0.000993982
fleets,"Innovation, Science and Economic Development Canada",FY 2011-12,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,96525.808,3379.2856,241.6280965
fleets,"Innovation, Science and Economic Development Canada",FY 2011-12,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),16.629,0.58213,0.00795915
fleets,"Innovation, Science and Economic Development Canada",FY 2011-12,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),8084.272,282.87354,16.2961904
fleets,"Innovation, Science and Economic Development Canada",FY 2011-12,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),91506.243,3204.13794,196.4781927
fleets,"Innovation, Science and Economic Development Canada",FY 2011-12,On-road vehicles,1,Gasoline,gasoline,415981,14559.335,933.045383
fleets,"Innovation, Science and Economic Development Canada",FY 2011-12,On-road vehicles,1,Liquified petroleum gas,propane,15.183,0.53151,0.03234714
fleets,"Innovation, Science and Economic Development Canada",FY 2011-12,On-road vehicles,1,Natural gas,compressed natural gas,66.82,0.00988,0.000563654
fleets,"Innovation, Science and Economic Development Canada",FY 2012-13,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,83028.036,2906.7402,207.8398173
fleets,"Innovation, Science and Economic Development Canada",FY 2012-13,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),3546.312,124.08759,7.1486184
fleets,"Innovation, Science and Economic Development Canada",FY 2012-13,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),95891.588,3357.69304,205.8942132
fleets,"Innovation, Science and Economic Development Canada",FY 2012-13,On-road vehicles,1,Gasoline,gasoline,368769,12906.915,827.148867
fleets,"Innovation, Science and Economic Development Canada",FY 2012-13,On-road vehicles,1,Natural gas,compressed natural gas,11.565,0.00171,9.76E-05
fleets,"Innovation, Science and Economic Development Canada",FY 2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,94925.3954,3323.25653,237.6218659
fleets,"Innovation, Science and Economic Development Canada",FY 2013-14,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),4516.2195,158.098915,2.161601325
fleets,"Innovation, Science and Economic Development Canada",FY 2013-14,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),3976.168,139.12851,8.0151176
fleets,"Innovation, Science and Economic Development Canada",FY 2013-14,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),82344.33381,2883.329,176.806143
fleets,"Innovation, Science and Economic Development Canada",FY 2013-14,On-road vehicles,1,Gasoline,gasoline,328949.8,11513.243,737.8344014
fleets,"Innovation, Science and Economic Development Canada",FY 2013-14,On-road vehicles,1,Liquified petroleum gas,propane,7.3023,0.255631,0.015557434
fleets,"Innovation, Science and Economic Development Canada",FY 2013-14,On-road vehicles,1,Natural gas,compressed natural gas,17.3218,0.0025612,0.000146116
fleets,"Innovation, Science and Economic Development Canada",FY 2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,102353.3272,3583.30204,256.215826
fleets,"Innovation, Science and Economic Development Canada",FY 2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),4903.7475,171.665075,2.347084125
fleets,"Innovation, Science and Economic Development Canada",FY 2014-15,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),5170.8272,180.930354,10.42329904
fleets,"Innovation, Science and Economic Development Canada",FY 2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),70956.8161,2484.589238,152.3553643
fleets,"Innovation, Science and Economic Development Canada",FY 2014-15,On-road vehicles,1,Gasoline,gasoline,294493.8,10307.283,660.5495934
fleets,"Innovation, Science and Economic Development Canada",FY 2014-15,On-road vehicles,1,Natural gas,compressed natural gas,9.7146,0.0014364,8.19E-05
fleets,"Innovation, Science and Economic Development Canada",FY 2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,110142.826,3856.0057,275.7148782
fleets,"Innovation, Science and Economic Development Canada",FY 2015-16,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),1418.526,49.65822,0.6789501
fleets,"Innovation, Science and Economic Development Canada",FY 2015-16,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),2572.752,90.02214,5.1861264
fleets,"Innovation, Science and Economic Development Canada",FY 2015-16,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),65595.478,2296.85924,140.8437342
fleets,"Innovation, Science and Economic Development Canada",FY 2015-16,On-road vehicles,1,Gasoline,gasoline,301207,10542.245,675.607301
fleets,"Innovation, Science and Economic Development Canada",FY 2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,106880.518,3741.7951,267.5485101
fleets,"Innovation, Science and Economic Development Canada",FY 2016-17,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),662.268,23.18396,0.3169818
fleets,"Innovation, Science and Economic Development Canada",FY 2016-17,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),1121.456,39.24042,2.2606192
fleets,"Innovation, Science and Economic Development Canada",FY 2016-17,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),6997.212,245.01096,15.0241068
fleets,"Innovation, Science and Economic Development Canada",FY 2016-17,On-road vehicles,1,Gasoline,gasoline,367421,12859.735,824.125303
fleets,"Innovation, Science and Economic Development Canada",FY 2017-18,on-road vehicles,1,fuels with renewable content,biodiesel (20%),1787.399896,66.55204773,3.936486751
fleets,"Innovation, Science and Economic Development Canada",FY 2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),4256.710806,144.1322279,8.879711151
fleets,"Innovation, Science and Economic Development Canada",FY 2017-18,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,85117.19945,3259.988739,233.0980587
fleets,"Innovation, Science and Economic Development Canada",FY 2017-18,on-road vehicles,1,gasoline,gasoline,359530.8228,12583.5788,832.9431648
fleets,"Innovation, Science and Economic Development Canada",FY 2018-19,on-road vehicles,1,natural gas,compressed natural gas,36.24610077,0.001377352,7.80E-05
fleets,"Innovation, Science and Economic Development Canada",FY 2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),928.9998198,31.4559339,1.937940421
fleets,"Innovation, Science and Economic Development Canada",FY 2018-19,on-road vehicles,1,fuels with renewable content,biodiesel (20%),2571.998903,95.76580715,5.664454609
fleets,"Innovation, Science and Economic Development Canada",FY 2018-19,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,85803.98161,3286.292496,234.9788936
fleets,"Innovation, Science and Economic Development Canada",FY 2018-19,on-road vehicles,1,gasoline,gasoline,359295.0977,12575.32842,832.3972916
fleets,"Innovation, Science and Economic Development Canada",FY 2019-20,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),523.599933,17.72909373,1.092255659
fleets,"Innovation, Science and Economic Development Canada",FY 2019-20,on-road vehicles,1,fuels with renewable content,biodiesel (20%),2279.569468,84.87748958,5.020420337
fleets,"Innovation, Science and Economic Development Canada",FY 2019-20,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,62576.88839,2396.694825,171.3702736
fleets,"Innovation, Science and Economic Development Canada",FY 2019-20,on-road vehicles,1,gasoline,gasoline,319275.3261,11174.63642,739.6811974
fleets,"Innovation, Science and Economic Development Canada",FY 2020-21,on-road vehicles,1,fuels with renewable content,biodiesel (20%),158.7000353,5.909037113,0.349513538
fleets,"Innovation, Science and Economic Development Canada",FY 2020-21,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,12126.33759,464.4387298,33.20863736
fleets,"Innovation, Science and Economic Development Canada",FY 2020-21,on-road vehicles,1,gasoline,gasoline,83782.79651,2932.397878,194.1037556
fleets,National Defence,FY 2005-06,on-road vehicles,1,liquified petroleum gas,propane,117314.974,2969.241993,180.7050268
fleets,National Defence,FY 2005-06,on-road vehicles,1,fuels with renewable content,biodiesel (5%),132741.9915,5048.642534,345.727054
fleets,National Defence,FY 2005-06,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),327220.0073,11079.66945,682.5974224
fleets,National Defence,FY 2005-06,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,6343331.473,242949.5954,17371.55711
fleets,National Defence,FY 2005-06,on-road vehicles,1,gasoline,gasoline,10673524.33,373573.3517,24727.88074
fleets,National Defence,FY 2010-11,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),283388.509,9914.68721,664.0076937
fleets,National Defence,FY 2010-11,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),615901.809,21548.06421,1443.119699
fleets,National Defence,FY 2010-11,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1762486.512,61703.1384,4331.90508
fleets,National Defence,FY 2010-11,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,5771072.082,202040.2749,14446.42828
fleets,National Defence,FY 2010-11,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),13632.766,477.35828,29.2716774
fleets,National Defence,FY 2010-11,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),3283.143,114.93271,1.57141305
fleets,National Defence,FY 2010-11,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),5679004.369,198853.245,12193.70917
fleets,National Defence,FY 2010-11,Other mobile equipment,1,Gasoline,gasoline,41520,1453.2,93.29544
fleets,National Defence,FY 2010-11,On-road vehicles,1,Gasoline,gasoline,5914804,207018.14,13266.90537
fleets,National Defence,FY 2010-11,Other mobile equipment,1,Liquified petroleum gas,propane,540.081,18.90657,1.15063398
fleets,National Defence,FY 2010-11,On-road vehicles,1,Natural gas,compressed natural gas,21.845,0.00323,0.000184272
fleets,National Defence,FY 2011-12,Other mobile equipment,1,aviation fuel,jet fuel,29945.897,1047.6862,72.26309115
fleets,National Defence,FY 2011-12,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),250678.505,8770.28845,587.3648743
fleets,National Defence,FY 2011-12,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),989136.303,34606.12107,2317.645545
fleets,National Defence,FY 2011-12,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1618391.396,56658.4922,3977.74273
fleets,National Defence,FY 2011-12,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,5376052.75,188210.9875,13457.59668
fleets,National Defence,FY 2011-12,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),6647.985,232.72545,3.18192975
fleets,National Defence,FY 2011-12,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),29431.612,1030.56296,63.1942668
fleets,National Defence,FY 2011-12,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),2778445.321,97288.68518,5965.755967
fleets,National Defence,FY 2011-12,Other mobile equipment,1,Gasoline,gasoline,79574,2785.09,178.802778
fleets,National Defence,FY 2011-12,On-road vehicles,1,Gasoline,gasoline,5822855,203799.925,13060.66377
fleets,National Defence,FY 2011-12,Other mobile equipment,1,Liquified petroleum gas,propane,74657.703,2613.53591,159.0570487
fleets,National Defence,FY 2011-12,On-road vehicles,1,Natural gas,compressed natural gas,45.489,0.006726,0.000383718
fleets,National Defence,FY 2012-13,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),210056.228,7349.06932,492.1828058
fleets,National Defence,FY 2012-13,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),682304.465,23871.24085,1598.70778
fleets,National Defence,FY 2012-13,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1528036.842,53495.2569,3755.665937
fleets,National Defence,FY 2012-13,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,5126458.838,179472.9191,12832.80106
fleets,National Defence,FY 2012-13,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),9885.641,346.15078,21.2260149
fleets,National Defence,FY 2012-13,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),10602.072,371.14584,5.0744772
fleets,National Defence,FY 2012-13,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),2392817.325,83785.7235,5137.752443
fleets,National Defence,FY 2012-13,Other mobile equipment,1,Gasoline,gasoline,55996,1959.86,125.823012
fleets,National Defence,FY 2012-13,On-road vehicles,1,Gasoline,gasoline,5420858,189730.03,12158.98449
fleets,National Defence,FY 2012-13,Other mobile equipment,1,Liquified petroleum gas,propane,66043.158,2311.96726,140.7038976
fleets,National Defence,FY 2012-13,On-road vehicles,1,Natural gas,compressed natural gas,98.688,0.014592,0.000832474
fleets,National Defence,FY 2013-14,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),147909.177,5174.78013,346.5660335
fleets,National Defence,FY 2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),383569.69,13419.6461,898.7422465
fleets,National Defence,FY 2013-14,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1767095.534,61864.4963,4343.233306
fleets,National Defence,FY 2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,4995044.276,174872.2082,12503.83774
fleets,National Defence,FY 2013-14,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),11529.541,403.71278,24.7557249
fleets,National Defence,FY 2013-14,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),11327.964,396.55708,5.4219114
fleets,National Defence,FY 2013-14,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),2249460.542,78766.01236,4829.943044
fleets,National Defence,FY 2013-14,Other mobile equipment,1,Gasoline,gasoline,68378,2393.23,153.645366
fleets,National Defence,FY 2013-14,On-road vehicles,1,Gasoline,gasoline,4322000,151270,9694.246
fleets,National Defence,FY 2013-14,Other mobile equipment,1,Liquified petroleum gas,propane,49955.685,1748.79445,106.4297923
fleets,National Defence,FY 2014-15,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),114808.94,4016.7286,269.008859
fleets,National Defence,FY 2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),368847.362,12904.56778,864.2463557
fleets,National Defence,FY 2014-15,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1937319.746,67823.8997,4761.616723
fleets,National Defence,FY 2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,4768537.046,166942.3847,11936.83382
fleets,National Defence,FY 2014-15,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),12689.941,444.34478,27.2472849
fleets,National Defence,FY 2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),11090.097,388.23009,5.30806095
fleets,National Defence,FY 2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),2394079.26,83829.9108,5140.462014
fleets,National Defence,FY 2014-15,Other mobile equipment,1,Gasoline,gasoline,30610,1071.35,68.78067
fleets,National Defence,FY 2014-15,On-road vehicles,1,Gasoline,gasoline,4243637,148527.295,9518.477791
fleets,National Defence,FY 2014-15,Other mobile equipment,1,Liquified petroleum gas,propane,33867.489,1185.59633,72.15414662
fleets,National Defence,FY 2015-16,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),104483.527,3655.48163,244.815381
fleets,National Defence,FY 2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),520145.805,18197.92545,1218.753779
fleets,National Defence,FY 2015-16,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1713659.104,59993.7328,4211.895256
fleets,National Defence,FY 2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,4541841.648,159005.9736,11369.35888
fleets,National Defence,FY 2015-16,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),3493.536,122.29792,1.6721136
fleets,National Defence,FY 2015-16,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),8082.186,283.00188,17.3537154
fleets,National Defence,FY 2015-16,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),2199069.205,77001.5339,4721.744975
fleets,National Defence,FY 2015-16,Other mobile equipment,1,Gasoline,gasoline,39198,1371.93,88.077906
fleets,National Defence,FY 2015-16,On-road vehicles,1,Gasoline,gasoline,4107949,143778.215,9214.129607
fleets,National Defence,FY 2015-16,On-road vehicles,1,Liquified petroleum gas,propane,20.967,0.73399,0.04466986
fleets,National Defence,FY 2015-16,Other mobile equipment,1,Liquified petroleum gas,propane,35504.361,1242.89817,75.64147638
fleets,National Defence,FY 2016-17,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),104699.84,3663.0496,245.322224
fleets,National Defence,FY 2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),633213.371,22153.72999,1483.682424
fleets,National Defence,FY 2016-17,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1857214.878,65019.4971,4564.731991
fleets,National Defence,FY 2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,4248100.46,148722.347,10634.05165
fleets,National Defence,FY 2016-17,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),10398.151,364.09658,22.3264539
fleets,National Defence,FY 2016-17,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),776.502,27.18294,0.3716577
fleets,National Defence,FY 2016-17,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),2009905.632,70377.87456,4315.581245
fleets,National Defence,FY 2016-17,Other mobile equipment,1,Gasoline,gasoline,41114,1438.99,92.383158
fleets,National Defence,FY 2016-17,On-road vehicles,1,Gasoline,gasoline,4090949,143183.215,9175.998607
fleets,National Defence,FY 2016-17,Other mobile equipment,1,Liquified petroleum gas,propane,22990.677,804.83269,48.98127166
fleets,National Defence,FY 2017-18,on-road vehicles,1,natural gas,compressed natural gas,35223.16983,1.338480454,0.075841392
fleets,National Defence,FY 2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),14477.99644,366.4380898,5.151271284
fleets,National Defence,FY 2017-18,on-road vehicles,1,liquified petroleum gas,propane,35583.99676,900.6309581,54.8114545
fleets,National Defence,FY 2017-18,on-road vehicles,1,fuels with renewable content,biodiesel (5%),494453.9242,18805.81333,1287.807662
fleets,National Defence,FY 2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),1603170.092,54283.33932,3344.292791
fleets,National Defence,FY 2017-18,on-road vehicles,1,gasoline,gasoline,4167841.851,145874.4648,9655.846841
fleets,National Defence,FY 2017-18,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,5652784.076,216501.6301,15480.4573
fleets,National Defence,FY 2018-19,on-road vehicles,1,aviation fuel,aviation turbo fuel,9323.000111,348.6802042,24.04986481
fleets,National Defence,FY 2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),25035.98873,633.6608748,8.90780782
fleets,National Defence,FY 2018-19,on-road vehicles,1,liquified petroleum gas,propane,33990.99335,860.3120416,52.35769973
fleets,National Defence,FY 2018-19,on-road vehicles,1,fuels with renewable content,biodiesel (5%),471760.0026,17942.68406,1228.700725
fleets,National Defence,FY 2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),1558615.697,52774.72752,3251.35021
fleets,National Defence,FY 2018-19,on-road vehicles,1,gasoline,gasoline,4459716.09,156090.0632,10332.04581
fleets,National Defence,FY 2018-19,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,5791614.087,221818.8195,15860.64465
fleets,National Defence,FY 2019-20,on-road vehicles,1,natural gas,compressed natural gas,107.731517,0.004093798,0.000231964
fleets,National Defence,FY 2019-20,on-road vehicles,1,aviation fuel,aviation turbo fuel,2462.999217,92.1161707,6.353622515
fleets,National Defence,FY 2019-20,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),9180.00151,232.3458382,3.26624345
fleets,National Defence,FY 2019-20,on-road vehicles,1,liquified petroleum gas,propane,34745.99114,879.4210358,53.52063274
fleets,National Defence,FY 2019-20,on-road vehicles,1,fuels with renewable content,biodiesel (5%),265746.9618,10107.28707,692.1393316
fleets,National Defence,FY 2019-20,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),1029387.63,34855.06514,2147.354312
fleets,National Defence,FY 2019-20,on-road vehicles,1,gasoline,gasoline,3994721.845,139815.2646,9254.769886
fleets,National Defence,FY 2019-20,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,5565390.708,213154.4641,15241.12121
fleets,National Defence,FY 2020-21,on-road vehicles,1,aviation fuel,aviation turbo fuel,3030.401033,113.3369986,7.645803519
